Pillar Name,Question Title,Choice Title,Trusted Advisor Checks,Question ID,Choice ID
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Fail over to healthy resources,Amazon Route 53 Failover Resource Record Sets b73EEdD790,pillar_3_q12,pillar_3_q12choice2
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Fail over to healthy resources,Amazon Comprehend Endpoint Access Risk Cm24dfsM13,pillar_3_q12,pillar_3_q12choice2
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Fail over to healthy resources,Amazon Route 53 High TTL Resource Record Sets C056F80cR3,pillar_3_q12,pillar_3_q12choice2
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Fail over to healthy resources,Amazon Route 53 Deleted Health Checks Cb877eB72b,pillar_3_q12,pillar_3_q12choice2
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,"P2 Adopts different compute purchase option like Reserve Instance, Saving Plan, Spot, if applicable",Savings Plan vZ2c2W1srf,pillar_4_q01,pillar_4_q01choice3
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,"P2 Adopts different compute purchase option like Reserve Instance, Saving Plan, Spot, if applicable",Amazon EC2 Reserved Instances Optimization cX3c2R1chu,pillar_4_q01,pillar_4_q01choice3
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopts different managed service purchase option like Reserve Instance if applicable,Amazon ElastiCache Reserved Node Optimization h3L1otH3re,pillar_4_q01,pillar_4_q01choice4
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopts different managed service purchase option like Reserve Instance if applicable,Amazon OpenSearch Service Reserved Instance Optimization 7ujm6yhn5t,pillar_4_q01,pillar_4_q01choice4
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopts different managed service purchase option like Reserve Instance if applicable,Amazon Redshift Reserved Node Optimization 1qw23er45t,pillar_4_q01,pillar_4_q01choice4
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopts different managed service purchase option like Reserve Instance if applicable,Amazon Relational Database Service (RDS) Reserved Instance Optimization 1qazXsw23e,pillar_4_q01,pillar_4_q01choice4
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon RDS Idle DB Instances Ti39halfu8,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Low Utilization Amazon EC2 Instances Qch7DwouX1,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Underutilized Amazon EBS Volumes DAvU99Dc4C,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Idle Load Balancers hjLMh88uM8,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Unassociated Elastic IP Addresses Z4AUBRNSmz,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Underutilized Amazon Redshift Clusters G31sQ1E9U,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,AWS Lambda Functions with High Error Rates L4dfs2Q3C2,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,AWS Lambda Functions with Excessive Timeouts L4dfs2Q3C3,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon Comprehend Underutilized Endpoints Cm24dfsM12,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon EC2 instances over-provisioned for Microsoft SQL Server Qsdfp3A4L1,pillar_4_q02,pillar_4_q02choice1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon EC2 instances consolidation for Microsoft SQL Server Qsdfp3A4L2,pillar_4_q02,pillar_4_q02choice1
